4 

         3813153206 function calls (3779125891 primitive calls) in 1267.355 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
   348588    0.265    0.000    0.265    0.000 coreviews.py:303(__init__)
   353188    0.249    0.000    0.333    0.000 coreviews.py:318(<genexpr>)
  1337882    0.237    0.000    0.237    0.000 {built-in method builtins.hasattr}
   173769    0.225    0.000    0.225    0.000 graph.py:987(remove_edge)
   346608    0.219    0.000    0.312    0.000 {built-in method builtins.max}
   348901    0.213    0.000    4.083    0.000 coreviews.py:266(__len__)
  2292314    0.199    0.000    0.199    0.000 reportviews.py:655(<lambda>)
  1746787    0.190    0.000    0.190    0.000 {built-in method builtins.id}
  2177538    0.180    0.000    0.180    0.000 {method 'append' of 'list' objects}
   173769    0.177    0.000    0.731    0.000 decorator.py:decorator-gen-174>:1(connected_components)
   617750    0.158    0.000    0.308    0.000 graph.py:1513(<genexpr>)
   346608    0.154    0.000    0.500    0.000 union_find.py:103(<listcomp>)
      350    0.125    0.000    0.523    0.001 boundary.py:100(node_boundary)
   349081    0.123    0.000    0.179    0.000 _collections_abc.py:676(items)
      254    0.122    0.000    0.864    0.003 GerrymanderingMCMC.py:195(__update_new_districts_with_cut)
   343334    0.122    0.000    0.122    0.000 coreviews.py:317(<genexpr>)
   694060    0.121    0.000    0.121    0.000 reportviews.py:189(__call__)
   987814    0.104    0.000    0.104    0.000 {built-in method math.isnan}
   987814    0.101    0.000    0.101    0.000 {method 'random' of '_random.Random' objects}
   174019    0.095    0.000    0.131    0.000 graph.py:398(__iter__)
   693216    0.094    0.000    0.094    0.000 union_find.py:105(<lambda>)
      410    0.080    0.000   17.146    0.042 mst.py:552(maximum_spanning_tree)
   697197    0.079    0.000    0.079    0.000 graph.py:1428(is_directed)
   698017    0.078    0.000    0.078    0.000 graph.py:1424(is_multigraph)
   148576    0.065    0.000    0.214    0.000 graph.py:451(__getitem__)
   347030    0.057    0.000    0.057    0.000 {built-in method builtins.abs}
   349081    0.056    0.000    0.056    0.000 _collections_abc.py:698(__init__)
      350    0.041    0.000    0.092    0.000 boundary.py:137(<setcomp>)
   148926    0.040    0.000    0.254    0.000 boundary.py:138(<genexpr>)
        1    0.027    0.027    0.417    0.417 GerrymanderingMCMC.py:53(read_graph)
      754    0.021    0.000    0.023    0.000 encoder.py:204(iterencode)
        1    0.021    0.021    0.026    0.026 adjacency.py:15(adjacency_data)
     1050    0.021    0.000    0.143    0.000 random.py:286(sample)
        1    0.018    0.018    0.018    0.018 decoder.py:343(raw_decode)
     1502    0.017    0.000    0.017    0.000 {built-in method posix.stat}
      753    0.016    0.000    0.016    0.000 {built-in method posix.mkdir}
      350    0.012    0.000    0.031    0.000 GerrymanderingMCMC.py:149(<listcomp>)
     1500    0.008    0.000    0.009    0.000 BWP.py:16(append)
      753    0.005    0.000    0.044    0.000 os.py:198(makedirs)
      753    0.005    0.000    0.011    0.000 posixpath.py:154(dirname)
     1700    0.005    0.000    3.069    0.002 GerrymanderingMCMC.py:153(__get_district_nodes)
      350    0.005    0.000    1.238    0.004 GerrymanderingMCMC.py:143(__find_neighboring_district)
     2100    0.005    0.000    0.009    0.000 {built-in method _abc._abc_instancecheck}
      250    0.005    0.000    0.365    0.001 MMD.py:14(save)
      250    0.004    0.000    0.312    0.001 RDS.py:56(save)
      250    0.004    0.000    3.488    0.014 node_link.py:20(node_link_data)
      350    0.004    0.000   10.044    0.029 graph.py:1432(copy)
      755    0.004    0.000    0.004    0.000 {built-in method _locale.nl_langinfo}
      755    0.003    0.000    0.007    0.000 _bootlocale.py:33(getpreferredencoding)
     1050    0.003    0.000    0.146    0.000 GerrymanderingMCMC.py:137(__random_district_label)
1053/1052    0.003    0.000    0.004    0.000 {built-in method _abc._abc_subclasscheck}
     6000    0.003    0.000    0.003    0.000 {built-in method _bisect.insort_right}
      660    0.003    0.000    0.003    0.000 reportviews.py:642(__init__)
     1050    0.002    0.000    0.004    0.000 random.py:224(_randbelow)
      753    0.002    0.000    0.003    0.000 posixpath.py:104(split)
     1000    0.002    0.000    0.002    0.000 RDS.py:11(append)
      660    0.002    0.000    0.005    0.000 reportviews.py:933(__call__)
      820    0.002    0.000    0.002    0.000 coreviews.py:311(__iter__)
     1506    0.002    0.000    0.002    0.000 {method 'rfind' of 'str' objects}
      700    0.002    0.000    1.374    0.002 GerrymanderingMCMC.py:160(__get_district_subgraph)
     1764    0.002    0.000    0.002    0.000 graph.py:477(add_node)
      753    0.002    0.000    0.002    0.000 encoder.py:259(_make_iterencode)
      749    0.002    0.000    0.006    0.000 genericpath.py:39(isdir)
     2100    0.001    0.000    0.010    0.000 abc.py:137(__instancecheck__)
      753    0.001    0.000    0.014    0.000 genericpath.py:16(exists)
     1761    0.001    0.000    0.001    0.000 {method 'getrandbits' of '_random.Random' objects}
     1506    0.001    0.000    0.003    0.000 posixpath.py:41(_get_sep)
      754    0.001    0.000    0.001    0.000 codecs.py:186(__init__)
      410    0.001    0.000    0.005    0.000 decorator.py:decorator-gen-546>:1(maximum_spanning_edges)
      410    0.001    0.000    0.001    0.000 mst.py:402(maximum_spanning_edges)
     1507    0.001    0.000    0.001    0.000 {built-in method posix.fspath}
      410    0.001    0.000    0.001    0.000 union_find.py:38(__init__)
        1    0.001    0.001    0.418    0.418 GerrymanderingMCMC.py:31(__init__)
        1    0.001    0.001 1457.105 1457.105 runner.py:7(main)
     1050    0.001    0.000    0.001    0.000 _collections_abc.py:302(__subclasshook__)
     1506    0.001    0.000    0.001    0.000 {method 'rstrip' of 'str' objects}
        1    0.001    0.001    0.001    0.001 {built-in method _codecs.utf_8_decode}
1053/1052    0.001    0.000    0.004    0.000 abc.py:141(__subclasscheck__)
     1050    0.001    0.000    0.202    0.000 reportviews.py:171(__len__)
        1    0.000    0.000    0.001    0.001 RDS.py:36(summary)
      749    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISDIR}
      250    0.000    0.000    0.000    0.000 MMD.py:11(append)
        1    0.000    0.000    0.001    0.001 MMD.py:21(summary)
      350    0.000    0.000    0.000    0.000 {built-in method from_iterable}
        1    0.000    0.000    0.015    0.015 BWP.py:34(save)
     1050    0.000    0.000    0.000    0.000 {method 'bit_length' of 'int' objects}
        2    0.000    0.000    0.000    0.000 {method 'join' of 'str' objects}
        1    0.000    0.000    0.296    0.296 GerrymanderingMCMC.py:81(__load_json)
        1    0.000    0.000    0.016    0.016 encoder.py:182(encode)
        1    0.000    0.000    0.018    0.018 decoder.py:332(decode)
        1    0.000    0.000    0.016    0.016 __init__.py:183(dumps)
        1    0.000    0.000    0.001    0.001 codecs.py:319(decode)
        1    0.000    0.000    0.000    0.000 BWP.py:8(__init__)
        1    0.000    0.000    0.018    0.018 __init__.py:299(loads)
        1    0.000    0.000    0.000    0.000 graph.py:1345(adjacency)
        1    0.000    0.000    0.295    0.295 __init__.py:274(load)
        1    0.000    0.000    0.000    0.000 {built-in method posix.open}
        1    0.000    0.000    0.000    0.000 pathlib.py:649(_parse_args)
        1    0.000    0.000    0.000    0.000 RDS.py:6(__init__)
        1    0.000    0.000    0.000    0.000 pathlib.py:63(parse_parts)
        2    0.000    0.000    0.000    0.000 {method 'match' of 're.Pattern' objects}
        1    0.000    0.000    0.000    0.000 pathlib.py:669(_from_parts)
        1    0.000    0.000    0.000    0.000 pathlib.py:1024(__new__)
        1    0.000    0.000    0.000    0.000 MMD.py:6(__init__)
        1    0.000    0.000    0.000    0.000 pathlib.py:1061(_opener)
        1    0.000    0.000    0.000    0.000 pathlib.py:1199(open)
        1    0.000    0.000    0.000    0.000 codecs.py:309(__init__)
        1    0.000    0.000    0.000    0.000 pathlib.py:692(_format_parsed_parts)
        2    0.000    0.000    0.000    0.000 pathlib.py:709(__str__)
        2    0.000    0.000    0.000    0.000 pathlib.py:719(__fspath__)
        2    0.000    0.000    0.000    0.000 {built-in method sys.intern}
        1    0.000    0.000    0.000    0.000 {method 'startswith' of 'str' objects}
        1    0.000    0.000    0.000    0.000 codecs.py:260(__init__)
        3    0.000    0.000    0.000    0.000 _collections_abc.py:392(__subclasshook__)
        1    0.000    0.000    0.000    0.000 pathlib.py:294(splitroot)
        1    0.000    0.000    0.000    0.000 pathlib.py:1034(_init)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        2    0.000    0.000    0.000    0.000 {method 'end' of 're.Match' objects}
        1    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {built-in method __new__ of type object at 0x5555558899a0}
        1    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}


New Profile

20 

         4378250073 function calls (4344054223 primitive calls) in 1460.851 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
337136707  197.180    0.000  240.177    0.000 coreviews.py:278(__getitem__)
333760110  192.734    0.000  697.871    0.000 GerrymanderingMCMC.py:173(<lambda>)
340825873  130.507    0.000  181.669    0.000 graph.py:666(nodes)
168048045  116.778    0.000  328.362    0.000 connected.py:185(_plain_bfs)
222234925  107.462    0.000  155.456    0.000 coreviews.py:276(<genexpr>)
340456175   92.332    0.000  328.286    0.000 reportviews.py:177(__getitem__)
685641866   85.021    0.000   85.021    0.000 filters.py:58(__call__)
   719736   78.599    0.000  956.337    0.001 {built-in method _functools.reduce}
168048045   67.907    0.000  118.088    0.000 {method 'update' of 'set' objects}
167553229   63.400    0.000   81.184    0.000 coreviews.py:80(__getitem__)
340825873   51.162    0.000   51.162    0.000 reportviews.py:167(__init__)
167553229   32.637    0.000   50.229    0.000 coreviews.py:50(__iter__)
121028980   30.122    0.000   30.122    0.000 coreviews.py:275(<genexpr>)
   833631   26.840    0.000  357.979    0.000 connected.py:26(connected_components)
168086436   19.447    0.000   19.447    0.000 graph.py:1872(bunch_iter)
168457383   17.971    0.000   19.392    0.000 {built-in method builtins.iter}
168365323   17.946    0.000   17.946    0.000 coreviews.py:44(__init__)
167396704   14.496    0.000   14.496    0.000 {method 'add' of 'set' objects}
   361402   13.704    0.000   33.151    0.000 filters.py:55(__init__)
68401530/34207782   13.618    0.000   24.790    0.000 encoder.py:333(_iterencode_dict)
      753    8.248    0.011   42.977    0.057 __init__.py:120(dump)
 34194132    6.303    0.000   19.797    0.000 encoder.py:277(_iterencode_list)
  9306993    5.639    0.000    7.582    0.000 coreviews.py:322(new_node_ok)
      757    5.622    0.007    8.955    0.012 graph.py:894(add_edges_from)
 34207030    5.266    0.000    5.266    0.000 {method 'write' of '_io.TextIOWrapper' objects}
 34207782    4.665    0.000   29.456    0.000 encoder.py:413(_iterencode)
      350    4.071    0.012 1407.874    4.022 GerrymanderingMCMC.py:210(recombination_of_districts)
   179934    3.808    0.000 1359.620    0.008 GerrymanderingMCMC.py:176(__is_valid_district_plan)
 28511188    2.533    0.000    2.543    0.000 {built-in method builtins.isinstance}
  1785164    2.211    0.000    2.426    0.000 coreviews.py:269(__iter__)
      757    2.018    0.003    3.807    0.005 graph.py:523(add_nodes_from)
 10688383    1.868    0.000    1.868    0.000 {method 'update' of 'dict' objects}
  3432149    1.796    0.000    9.455    0.000 _collections_abc.py:742(__iter__)
  1715464    1.778    0.000    2.541    0.000 coreviews.py:320(__getitem__)
   361402    1.710    0.000    3.817    0.000 graphviews.py:80(subgraph_view)
  2312563    1.604    0.000    9.795    0.000 reportviews.py:717(__iter__)
  2720502    1.501    0.000    1.687    0.000 union_find.py:53(__getitem__)
 11609323    1.399    0.000    1.399    0.000 {built-in method _json.encode_basestring_ascii}
      250    1.325    0.005   52.039    0.208 GerrymanderingMCMC.py:365(perform_calculations)
      250    1.257    0.005    2.083    0.008 node_link.py:98(<listcomp>)
  3652950    1.233    0.000    1.649    0.000 graph.py:1514(<genexpr>)
  1188154    1.190    0.000    8.529    0.000 reportviews.py:1025(__iter__)
     1700    1.143    0.001    2.956    0.002 GerrymanderingMCMC.py:158(<listcomp>)
      407    0.963    0.002   30.624    0.075 GerrymanderingMCMC.py:269(__random_spanning_tree)
   361402    0.951    0.000   38.932    0.000 graph.py:1628(subgraph)
   719736    0.915    0.000  957.942    0.001 GerrymanderingMCMC.py:168(__district_size)
  1007813    0.913    0.000   10.236    0.000 mst.py:169(filter_nan_edges)
   362160    0.851    0.000    0.946    0.000 graph.py:300(__init__)
      250    0.833    0.003    1.155    0.005 node_link.py:90(<listcomp>)
  2076866    0.776    0.000    0.776    0.000 coreviews.py:262(__init__)
   369954    0.765    0.000    0.951    0.000 graph.py:830(add_edge)
  1007406    0.713    0.000    3.693    0.000 reportviews.py:928(__getitem__)
      755    0.701    0.001    0.708    0.001 {built-in method io.open}
  5382805    0.699    0.000    0.699    0.000 {method 'get' of 'dict' objects}
  9066654    0.656    0.000    0.656    0.000 filters.py:24(no_filter)
   520041    0.615    0.000    0.615    0.000 graph.py:416(__contains__)
   663031    0.593    0.000    0.593    0.000 encoder.py:223(floatstr)
  1008877    0.582    0.000    0.692    0.000 reportviews.py:906(__init__)
  5241429    0.581    0.000    0.581    0.000 {method 'copy' of 'dict' objects}
   361402    0.569    0.000    0.569    0.000 function.py:147(freeze)
   353252    0.553    0.000   13.597    0.000 mst.py:123(kruskal_mst_edges)
  2845078    0.530    0.000    3.115    0.000 coreviews.py:267(<genexpr>)
        1    0.503    0.503 1460.433 1460.433 GerrymanderingMCMC.py:345(generate_alternative_plans)
   180583    0.489    0.000    0.568    0.000 decorators.py:64(_not_implemented_for)
5458834/5456734    0.480    0.000    0.671    0.000 {built-in method builtins.len}
   812094    0.462    0.000    0.623    0.000 graph.py:349(adj)
      751    0.398    0.001    0.398    0.001 {method 'close' of '_io.TextIOWrapper' objects}
  1008877    0.366    0.000    1.058    0.000 graph.py:1242(edges)
  4565987    0.352    0.000    0.352    0.000 {method 'items' of 'dict' objects}
      407    0.352    0.001   10.587    0.026 {built-in method builtins.sorted}
   355079    0.323    0.000    3.438    0.000 {built-in method builtins.sum}
   361402    0.318    0.000    0.915    0.000 graph.py:1827(nbunch_iter)
   352845    0.304    0.000    1.102    0.000 union_find.py:101(union)
   723727    0.293    0.000    2.058    0.000 reportviews.py:174(__iter__)
        1    0.277    0.277    0.277    0.277 {method 'read' of '_io.TextIOWrapper' objects}
   361402    0.269    0.000    0.269    0.000 coreviews.py:303(__init__)
   393888    0.243    0.000    0.331    0.000 coreviews.py:318(<genexpr>)
   180176    0.226    0.000    0.226    0.000 graph.py:987(remove_edge)
   355079    0.220    0.000    3.955    0.000 coreviews.py:266(__len__)
   352845    0.216    0.000    0.309    0.000 {built-in method builtins.max}
  1370279    0.206    0.000    0.206    0.000 {built-in method builtins.hasattr}
  2311906    0.192    0.000    0.192    0.000 reportviews.py:655(<lambda>)
  2222940    0.189    0.000    0.189    0.000 {method 'append' of 'list' objects}
  1746787    0.183    0.000    0.183    0.000 {built-in method builtins.id}
   180176    0.171    0.000    0.736    0.000 decorator.py:decorator-gen-174>:1(connected_components)
   352845    0.152    0.000    0.490    0.000 union_find.py:103(<listcomp>)
   617750    0.145    0.000    0.286    0.000 graph.py:1513(<genexpr>)
   355250    0.131    0.000    0.187    0.000 _collections_abc.py:676(items)
   719736    0.119    0.000    0.119    0.000 reportviews.py:189(__call__)
      242    0.117    0.000    0.823    0.003 GerrymanderingMCMC.py:195(__update_new_districts_with_cut)
      350    0.115    0.000    0.515    0.001 boundary.py:100(node_boundary)
   314984    0.102    0.000    0.102    0.000 coreviews.py:317(<genexpr>)
  1007406    0.101    0.000    0.101    0.000 {built-in method math.isnan}
  1007406    0.098    0.000    0.098    0.000 {method 'random' of '_random.Random' objects}
   705690    0.092    0.000    0.092    0.000 union_find.py:105(<lambda>)
   180426    0.082    0.000    0.118    0.000 graph.py:398(__iter__)
   722819    0.080    0.000    0.080    0.000 graph.py:1428(is_directed)
      407    0.078    0.000   16.583    0.041 mst.py:552(maximum_spanning_tree)
   723633    0.077    0.000    0.077    0.000 graph.py:1424(is_multigraph)
   158639    0.066    0.000    0.214    0.000 graph.py:451(__getitem__)
   359868    0.062    0.000    0.062    0.000 {built-in method builtins.abs}
   355250    0.056    0.000    0.056    0.000 _collections_abc.py:698(__init__)
      350    0.046    0.000    0.096    0.000 boundary.py:137(<setcomp>)
   158989    0.041    0.000    0.255    0.000 boundary.py:138(<genexpr>)
        1    0.026    0.026    0.415    0.415 GerrymanderingMCMC.py:53(read_graph)
        1    0.021    0.021    0.021    0.021 decoder.py:343(raw_decode)
      754    0.020    0.000    0.022    0.000 encoder.py:204(iterencode)
        1    0.020    0.020    0.024    0.024 adjacency.py:15(adjacency_data)
     1050    0.019    0.000    0.133    0.000 random.py:286(sample)
     1502    0.015    0.000    0.015    0.000 {built-in method posix.stat}
      753    0.014    0.000    0.014    0.000 {built-in method posix.mkdir}
      350    0.012    0.000    0.031    0.000 GerrymanderingMCMC.py:149(<listcomp>)
     1500    0.008    0.000    0.008    0.000 BWP.py:16(append)
     1700    0.005    0.000    2.967    0.002 GerrymanderingMCMC.py:153(__get_district_nodes)
      753    0.005    0.000    0.042    0.000 os.py:198(makedirs)
     2100    0.005    0.000    0.009    0.000 {built-in method _abc._abc_instancecheck}
      350    0.005    0.000    1.201    0.003 GerrymanderingMCMC.py:143(__find_neighboring_district)
      753    0.005    0.000    0.009    0.000 posixpath.py:154(dirname)
      250    0.004    0.000    0.372    0.001 MMD.py:14(save)
      250    0.004    0.000    3.246    0.013 node_link.py:20(node_link_data)
      250    0.004    0.000    0.283    0.001 RDS.py:56(save)
      350    0.004    0.000    9.868    0.028 graph.py:1432(copy)
     1050    0.003    0.000    0.136    0.000 GerrymanderingMCMC.py:137(__random_district_label)
      755    0.003    0.000    0.005    0.000 _bootlocale.py:33(getpreferredencoding)
1053/1052    0.003    0.000    0.003    0.000 {built-in method _abc._abc_subclasscheck}
     6000    0.002    0.000    0.002    0.000 {built-in method _bisect.insort_right}
      755    0.002    0.000    0.002    0.000 {built-in method _locale.nl_langinfo}
     1050    0.002    0.000    0.004    0.000 random.py:224(_randbelow)
      657    0.002    0.000    0.002    0.000 reportviews.py:642(__init__)
     1000    0.002    0.000    0.002    0.000 RDS.py:11(append)
      657    0.002    0.000    0.004    0.000 reportviews.py:933(__call__)
      753    0.002    0.000    0.003    0.000 posixpath.py:104(split)
      753    0.002    0.000    0.002    0.000 encoder.py:259(_make_iterencode)
      814    0.002    0.000    0.002    0.000 coreviews.py:311(__iter__)
        1    0.002    0.002    0.417    0.417 GerrymanderingMCMC.py:31(__init__)
      749    0.002    0.000    0.006    0.000 genericpath.py:39(isdir)
      700    0.002    0.000    1.312    0.002 GerrymanderingMCMC.py:160(__get_district_subgraph)
     1506    0.002    0.000    0.002    0.000 {method 'rfind' of 'str' objects}
     1764    0.002    0.000    0.002    0.000 graph.py:477(add_node)
      753    0.001    0.000    0.014    0.000 genericpath.py:16(exists)
     2100    0.001    0.000    0.010    0.000 abc.py:137(__instancecheck__)
     1506    0.001    0.000    0.002    0.000 posixpath.py:41(_get_sep)
     1884    0.001    0.000    0.001    0.000 {method 'getrandbits' of '_random.Random' objects}
      407    0.001    0.000    0.001    0.000 union_find.py:38(__init__)
      407    0.001    0.000    0.004    0.000 decorator.py:decorator-gen-546>:1(maximum_spanning_edges)
     1507    0.001    0.000    0.001    0.000 {built-in method posix.fspath}
      754    0.001    0.000    0.001    0.000 codecs.py:186(__init__)
      407    0.001    0.000    0.001    0.000 mst.py:402(maximum_spanning_edges)
        1    0.001    0.001    0.001    0.001 {built-in method posix.open}
        1    0.001    0.001 1460.851 1460.851 runner.py:7(main)
        1    0.001    0.001    0.001    0.001 {built-in method _codecs.utf_8_decode}
     1050    0.001    0.000    0.001    0.000 _collections_abc.py:302(__subclasshook__)
     1506    0.001    0.000    0.001    0.000 {method 'rstrip' of 'str' objects}
        1    0.001    0.001    0.001    0.001 RDS.py:36(summary)
1053/1052    0.000    0.000    0.004    0.000 abc.py:141(__subclasscheck__)
      250    0.000    0.000    0.000    0.000 MMD.py:11(append)
      749    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISDIR}
     1050    0.000    0.000    0.192    0.000 reportviews.py:171(__len__)
        1    0.000    0.000    0.001    0.001 MMD.py:21(summary)
        1    0.000    0.000    0.015    0.015 BWP.py:34(save)
      350    0.000    0.000    0.000    0.000 {built-in method from_iterable}
     1050    0.000    0.000    0.000    0.000 {method 'bit_length' of 'int' objects}
        2    0.000    0.000    0.000    0.000 {method 'join' of 'str' objects}
        1    0.000    0.000    0.299    0.299 GerrymanderingMCMC.py:81(__load_json)
        1    0.000    0.000    0.015    0.015 encoder.py:182(encode)
        1    0.000    0.000    0.021    0.021 decoder.py:332(decode)
        1    0.000    0.000    0.000    0.000 BWP.py:8(__init__)
        1    0.000    0.000    0.000    0.000 MMD.py:6(__init__)
        1    0.000    0.000    0.001    0.001 codecs.py:319(decode)
        1    0.000    0.000    0.015    0.015 __init__.py:183(dumps)
        1    0.000    0.000    0.000    0.000 graph.py:1345(adjacency)
        1    0.000    0.000    0.021    0.021 __init__.py:299(loads)
        1    0.000    0.000    0.000    0.000 RDS.py:6(__init__)
        1    0.000    0.000    0.298    0.298 __init__.py:274(load)
        1    0.000    0.000    0.000    0.000 pathlib.py:63(parse_parts)
        1    0.000    0.000    0.000    0.000 pathlib.py:649(_parse_args)
        2    0.000    0.000    0.000    0.000 {method 'match' of 're.Pattern' objects}
        1    0.000    0.000    0.000    0.000 pathlib.py:669(_from_parts)
        1    0.000    0.000    0.000    0.000 pathlib.py:1024(__new__)
        1    0.000    0.000    0.001    0.001 pathlib.py:1061(_opener)
        2    0.000    0.000    0.000    0.000 pathlib.py:709(__str__)
        1    0.000    0.000    0.001    0.001 pathlib.py:1199(open)
        1    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
        1    0.000    0.000    0.000    0.000 codecs.py:309(__init__)
        1    0.000    0.000    0.000    0.000 pathlib.py:692(_format_parsed_parts)
        1    0.000    0.000    0.000    0.000 pathlib.py:1034(_init)
        1    0.000    0.000    0.000    0.000 {method 'startswith' of 'str' objects}
        1    0.000    0.000    0.000    0.000 codecs.py:260(__init__)
        3    0.000    0.000    0.000    0.000 _collections_abc.py:392(__subclasshook__)
        1    0.000    0.000    0.000    0.000 pathlib.py:294(splitroot)
        2    0.000    0.000    0.000    0.000 pathlib.py:719(__fspath__)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        2    0.000    0.000    0.000    0.000 {method 'end' of 're.Match' objects}
        2    0.000    0.000    0.000    0.000 {built-in method sys.intern}
        1    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {built-in method __new__ of type object at 0x5555558899a0}
        1    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}


New Profile

5 

         4370235177 function calls (4335997607 primitive calls) in 1464.194 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
334451669  197.095    0.000  240.954    0.000 coreviews.py:278(__getitem__)
331032548  191.948    0.000  694.587    0.000 GerrymanderingMCMC.py:173(<lambda>)
338079927  128.774    0.000  179.333    0.000 graph.py:666(nodes)
236058551  117.807    0.000  169.871    0.000 coreviews.py:276(<genexpr>)
166592114  115.282    0.000  326.531    0.000 connected.py:185(_plain_bfs)
337742044   91.408    0.000  328.085    0.000 reportviews.py:177(__getitem__)
704896169   89.952    0.000   89.952    0.000 filters.py:58(__call__)
   691808   78.510    0.000  962.917    0.001 {built-in method _functools.reduce}
166592114   67.612    0.000  118.603    0.000 {method 'update' of 'set' objects}
166154571   62.276    0.000   80.350    0.000 coreviews.py:80(__getitem__)
338079927   50.559    0.000   50.559    0.000 reportviews.py:167(__init__)
166154571   33.318    0.000   51.040    0.000 coreviews.py:50(__iter__)
   772977   26.330    0.000  355.578    0.000 connected.py:26(connected_components)
104586409   25.802    0.000   25.802    0.000 coreviews.py:275(<genexpr>)
166736685   19.613    0.000   19.613    0.000 graph.py:1872(bunch_iter)
166916588   18.229    0.000   18.229    0.000 coreviews.py:44(__init__)
167023815   18.082    0.000   19.428    0.000 {built-in method builtins.iter}
165994448   14.465    0.000   14.465    0.000 {method 'add' of 'set' objects}
   347444   13.963    0.000   33.576    0.000 filters.py:55(__init__)
68484970/34249502   13.428    0.000   24.560    0.000 encoder.py:333(_iterencode_dict)
      753    8.091    0.011   42.414    0.056 __init__.py:120(dump)
 34235852    6.282    0.000   19.648    0.000 encoder.py:277(_iterencode_list)
  9417186    5.635    0.000    7.591    0.000 coreviews.py:322(new_node_ok)
      748    5.463    0.007    8.869    0.012 graph.py:894(add_edges_from)
 34248750    5.216    0.000    5.216    0.000 {method 'write' of '_io.TextIOWrapper' objects}
 34249502    4.538    0.000   29.099    0.000 encoder.py:413(_iterencode)
      350    3.890    0.011 1411.984    4.034 GerrymanderingMCMC.py:210(recombination_of_districts)
   172952    3.728    0.000 1363.760    0.008 GerrymanderingMCMC.py:176(__is_valid_district_plan)
 28552908    2.524    0.000    2.534    0.000 {built-in method builtins.isinstance}
  1768885    2.187    0.000    2.394    0.000 coreviews.py:269(__iter__)
      748    2.055    0.003    3.862    0.005 graph.py:523(add_nodes_from)
 10676185    1.832    0.000    1.832    0.000 {method 'update' of 'dict' objects}
  3473418    1.787    0.000    9.579    0.000 _collections_abc.py:742(__iter__)
  1736112    1.783    0.000    2.561    0.000 coreviews.py:320(__getitem__)
   347444    1.631    0.000    3.701    0.000 graphviews.py:80(subgraph_view)
  2325434    1.621    0.000    9.894    0.000 reportviews.py:717(__iter__)
  2754236    1.496    0.000    1.665    0.000 union_find.py:53(__getitem__)
 11619753    1.397    0.000    1.397    0.000 {built-in method _json.encode_basestring_ascii}
  3652950    1.346    0.000    1.752    0.000 graph.py:1514(<genexpr>)
      250    1.301    0.005   51.313    0.205 GerrymanderingMCMC.py:365(perform_calculations)
      250    1.279    0.005    2.097    0.008 node_link.py:98(<listcomp>)
  1194034    1.235    0.000    8.596    0.000 reportviews.py:1025(__iter__)
     1700    1.152    0.001    2.953    0.002 GerrymanderingMCMC.py:158(<listcomp>)
      398    0.994    0.002   30.711    0.077 GerrymanderingMCMC.py:269(__random_spanning_tree)
   347444    0.883    0.000   39.149    0.000 graph.py:1628(subgraph)
   691808    0.870    0.000  964.440    0.001 GerrymanderingMCMC.py:168(__district_size)
   348193    0.865    0.000    0.954    0.000 graph.py:300(__init__)
  1020684    0.822    0.000   10.255    0.000 mst.py:169(filter_nan_edges)
  2083556    0.797    0.000    0.797    0.000 coreviews.py:262(__init__)
      755    0.754    0.001    0.760    0.001 {built-in method io.open}
   355990    0.727    0.000    0.903    0.000 graph.py:830(add_edge)
  1020286    0.703    0.000    3.713    0.000 reportviews.py:928(__getitem__)
  5385708    0.699    0.000    0.699    0.000 {method 'get' of 'dict' objects}
      250    0.676    0.003    0.993    0.004 node_link.py:90(<listcomp>)
  9182574    0.670    0.000    0.670    0.000 filters.py:24(no_filter)
   509681    0.601    0.000    0.601    0.000 graph.py:416(__contains__)
   673461    0.588    0.000    0.588    0.000 encoder.py:223(floatstr)
  1021730    0.587    0.000    0.703    0.000 reportviews.py:906(__init__)
  5245313    0.573    0.000    0.573    0.000 {method 'copy' of 'dict' objects}
   357230    0.565    0.000   13.610    0.000 mst.py:123(kruskal_mst_edges)
   347444    0.541    0.000    0.541    0.000 function.py:147(freeze)
  2890466    0.524    0.000    3.085    0.000 coreviews.py:267(<genexpr>)
        1    0.501    0.501 1463.814 1463.814 GerrymanderingMCMC.py:345(generate_alternative_plans)
   173595    0.469    0.000    0.544    0.000 decorators.py:64(_not_implemented_for)
5406923/5404823    0.457    0.000    0.664    0.000 {built-in method builtins.len}
